road_link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,volume_at_p,resource_balance,notes
22,22,568,0600_1100,3370.819,0.863,60.000,0.068,,,22,22,568,1600_2100,4044.984,0.000,51760.199,0.082,,,period-based
23,23,569,0600_1100,12667.834,0.863,59.961,0.256,,,23,23,569,1600_2100,15201.402,0.000,51760.199,0.307,,,period-based
24,24,570,0600_1100,6010.916,0.863,59.998,0.121,,,24,24,570,1600_2100,7213.099,0.000,51760.199,0.146,,,period-based
25,25,571,0600_1100,5993.207,0.863,59.998,0.121,,,25,25,571,1600_2100,7191.847,0.000,51760.199,0.145,,,period-based
26,26,572,0600_1100,12936.840,0.863,59.958,0.261,,,26,26,572,1600_2100,15524.190,0.000,51760.199,0.314,,,period-based
27,27,573,0600_1100,7749.497,0.863,59.995,0.157,,,27,27,573,1600_2100,9299.384,0.000,51760.199,0.188,,,period-based
28,28,574,0600_1100,8700.360,0.863,59.991,0.176,,,28,28,574,1600_2100,10440.434,0.000,51760.199,0.211,,,period-based
29,29,575,0600_1100,14581.245,0.864,59.932,0.295,,,29,29,575,1600_2100,17497.443,0.000,51760.199,0.353,,,period-based
30,30,576,0600_1100,5416.972,0.863,59.999,0.109,,,30,30,576,1600_2100,6500.362,0.000,51760.199,0.131,,,period-based
31,31,577,0600_1100,7838.854,0.863,59.994,0.158,,,31,31,577,1600_2100,9406.615,0.000,51760.199,0.190,,,period-based
32,32,578,0600_1100,7900.650,0.863,59.994,0.160,,,32,32,578,1600_2100,9480.774,0.000,51760.199,0.192,,,period-based
33,33,579,0600_1100,4727.447,0.863,59.999,0.096,,,33,33,579,1600_2100,5672.936,0.000,51760.199,0.115,,,period-based
34,34,580,0600_1100,6460.137,0.863,59.997,0.131,,,34,34,580,1600_2100,7752.166,0.000,51760.199,0.157,,,period-based
35,35,581,0600_1100,5145.608,0.863,59.999,0.104,,,35,35,581,1600_2100,6174.724,0.000,51760.199,0.125,,,period-based
36,36,582,0600_1100,6100.861,0.863,59.998,0.123,,,36,36,582,1600_2100,7321.038,0.000,51760.199,0.148,,,period-based
37,37,583,0600_1100,1148.810,0.863,60.000,0.023,,,37,37,583,1600_2100,1378.571,0.000,51760.199,0.028,,,period-based
38,38,584,0600_1100,2228.481,0.863,60.000,0.045,,,38,38,584,1600_2100,2674.177,0.000,51760.199,0.054,,,period-based
39,39,585,0600_1100,6737.855,0.863,59.997,0.136,,,39,39,585,1600_2100,8085.422,0.000,51760.199,0.163,,,period-based
40,40,586,0600_1100,1866.660,0.863,60.000,0.038,,,40,40,586,1600_2100,2239.992,0.000,51760.199,0.045,,,period-based
41,41,587,0600_1100,8069.742,0.863,59.994,0.163,,,41,41,587,1600_2100,9683.685,0.000,51760.199,0.196,,,period-based
42,42,588,0600_1100,2120.699,0.863,60.000,0.043,,,42,42,588,1600_2100,2544.842,0.000,51760.199,0.051,,,period-based
43,43,589,0600_1100,5257.641,0.863,59.999,0.106,,,43,43,589,1600_2100,6309.167,0.000,51760.199,0.127,,,period-based
44,44,590,0600_1100,7128.537,0.863,59.996,0.144,,,44,44,590,1600_2100,8554.244,0.000,51760.199,0.173,,,period-based
45,45,591,0600_1100,6238.189,0.863,59.998,0.126,,,45,45,591,1600_2100,7485.825,0.000,51760.199,0.151,,,period-based
46,46,592,0600_1100,6568.317,0.863,59.997,0.133,,,46,46,592,1600_2100,7881.977,0.000,51760.199,0.159,,,period-based
47,47,593,0600_1100,2892.164,0.863,60.000,0.058,,,47,47,593,1600_2100,3470.596,0.000,51760.199,0.070,,,period-based
48,48,594,0600_1100,4978.068,0.863,59.999,0.101,,,48,48,594,1600_2100,5973.678,0.000,51760.199,0.121,,,period-based
49,49,595,0600_1100,3495.581,0.863,60.000,0.071,,,49,49,595,1600_2100,4194.697,0.000,51760.199,0.085,,,period-based
50,50,596,0600_1100,4757.994,0.863,59.999,0.096,,,50,50,596,1600_2100,5709.589,0.000,51760.199,0.115,,,period-based
51,51,597,0600_1100,1577.299,0.863,60.000,0.032,,,51,51,597,1600_2100,1892.761,0.000,51760.199,0.038,,,period-based
52,52,598,0600_1100,2041.280,0.863,60.000,0.041,,,52,52,598,1600_2100,2449.539,0.000,51760.199,0.049,,,period-based
53,53,599,0600_1100,4665.328,0.863,59.999,0.094,,,53,53,599,1600_2100,5598.389,0.000,51760.199,0.113,,,period-based
54,54,600,0600_1100,1259.871,0.863,60.000,0.025,,,54,54,600,1600_2100,1511.847,0.000,51760.199,0.031,,,period-based
55,55,601,0600_1100,1778.420,0.863,60.000,0.036,,,55,55,601,1600_2100,2134.103,0.000,51760.199,0.043,,,period-based
56,56,602,0600_1100,4297.125,0.863,59.999,0.087,,,56,56,602,1600_2100,5156.550,0.000,51760.199,0.104,,,period-based
57,57,603,0600_1100,1646.851,0.863,60.000,0.033,,,57,57,603,1600_2100,1976.221,0.000,51760.199,0.040,,,period-based
58,58,604,0600_1100,5962.503,0.863,59.998,0.120,,,58,58,604,1600_2100,7155.008,0.000,51760.199,0.145,,,period-based
59,59,605,0600_1100,5225.803,0.863,59.999,0.106,,,59,59,605,1600_2100,6270.957,0.000,51760.199,0.127,,,period-based
60,60,606,0600_1100,5148.463,0.863,59.999,0.104,,,60,60,606,1600_2100,6178.149,0.000,51760.199,0.125,,,period-based
61,61,607,0600_1100,5264.467,0.863,59.999,0.106,,,61,61,607,1600_2100,6317.354,0.000,51760.199,0.128,,,period-based
62,62,608,0600_1100,5472.500,0.863,59.999,0.111,,,62,62,608,1600_2100,6567.000,0.000,51760.199,0.133,,,period-based
63,63,609,0600_1100,3718.921,0.863,60.000,0.075,,,63,63,609,1600_2100,4462.700,0.000,51760.199,0.090,,,period-based
64,64,610,0600_1100,9104.307,0.863,59.990,0.184,,,64,64,610,1600_2100,10925.161,0.000,51760.199,0.221,,,period-based
65,65,611,0600_1100,3468.089,0.863,60.000,0.070,,,65,65,611,1600_2100,4161.701,0.000,51760.199,0.084,,,period-based
66,66,612,0600_1100,6193.353,0.863,59.998,0.125,,,66,66,612,1600_2100,7432.021,0.000,51760.199,0.150,,,period-based
67,67,613,0600_1100,3858.588,0.863,60.000,0.078,,,67,67,613,1600_2100,4630.300,0.000,51760.199,0.094,,,period-based
68,68,614,0600_1100,6526.751,0.863,59.997,0.132,,,68,68,614,1600_2100,7832.098,0.000,51760.199,0.158,,,period-based
69,69,615,0600_1100,6270.572,0.863,59.998,0.127,,,69,69,615,1600_2100,7524.687,0.000,51760.199,0.152,,,period-based
70,70,616,0600_1100,4480.417,0.863,59.999,0.091,,,70,70,616,1600_2100,5376.494,0.000,51760.199,0.109,,,period-based
71,71,617,0600_1100,3979.919,0.863,60.000,0.080,,,71,71,617,1600_2100,4775.896,0.000,51760.199,0.096,,,period-based
72,72,618,0600_1100,7296.655,0.863,59.996,0.147,,,72,72,618,1600_2100,8755.981,0.000,51760.199,0.177,,,period-based
73,73,619,0600_1100,7675.905,0.863,59.995,0.155,,,73,73,619,1600_2100,9211.092,0.000,51760.199,0.186,,,period-based
74,74,620,0600_1100,2642.722,0.863,60.000,0.053,,,74,74,620,1600_2100,3171.268,0.000,51760.199,0.064,,,period-based
75,75,621,0600_1100,2685.233,0.863,60.000,0.054,,,75,75,621,1600_2100,3222.280,0.000,51760.199,0.065,,,period-based
76,76,622,0600_1100,5958.849,0.863,59.998,0.120,,,76,76,622,1600_2100,7150.619,0.000,51760.199,0.144,,,period-based
77,77,623,0600_1100,7998.543,0.863,59.994,0.162,,,77,77,623,1600_2100,9598.243,0.000,51760.199,0.194,,,period-based
78,78,624,0600_1100,6831.437,0.863,59.997,0.138,,,78,78,624,1600_2100,8197.713,0.000,51760.199,0.166,,,period-based
79,79,625,0600_1100,3838.330,0.863,60.000,0.078,,,79,79,625,1600_2100,4605.991,0.000,51760.199,0.093,,,period-based
80,80,626,0600_1100,10315.787,0.863,59.983,0.208,,,80,80,626,1600_2100,12378.935,0.000,51760.199,0.250,,,period-based
81,81,627,0600_1100,8352.043,0.863,59.993,0.169,,,81,81,627,1600_2100,10022.469,0.000,51760.199,0.202,,,period-based
82,82,628,0600_1100,5765.207,0.863,59.998,0.116,,,82,82,628,1600_2100,6918.248,0.000,51760.199,0.140,,,period-based
83,83,629,0600_1100,4294.901,0.863,59.999,0.087,,,83,83,629,1600_2100,5153.881,0.000,51760.199,0.104,,,period-based
84,84,630,0600_1100,6438.076,0.863,59.997,0.130,,,84,84,630,1600_2100,7725.683,0.000,51760.199,0.156,,,period-based
85,85,631,0600_1100,13283.453,0.863,59.953,0.268,,,85,85,631,1600_2100,15940.129,0.000,51760.199,0.322,,,period-based
86,86,632,0600_1100,5293.370,0.863,59.999,0.107,,,86,86,632,1600_2100,6352.046,0.000,51760.199,0.128,,,period-based
87,87,633,0600_1100,5977.538,0.863,59.998,0.121,,,87,87,633,1600_2100,7173.045,0.000,51760.199,0.145,,,period-based
88,88,634,0600_1100,4579.159,0.863,59.999,0.093,,,88,88,634,1600_2100,5494.985,0.000,51760.199,0.111,,,period-based
89,89,635,0600_1100,2370.391,0.863,60.000,0.048,,,89,89,635,1600_2100,2844.471,0.000,51760.199,0.057,,,period-based
90,90,636,0600_1100,2212.552,0.863,60.000,0.045,,,90,90,636,1600_2100,2655.063,0.000,51760.199,0.054,,,period-based
91,91,637,0600_1100,7079.217,0.863,59.996,0.143,,,91,91,637,1600_2100,8495.055,0.000,51760.199,0.172,,,period-based
92,92,638,0600_1100,1746.501,0.863,60.000,0.035,,,92,92,638,1600_2100,2095.801,0.000,51760.199,0.042,,,period-based
93,93,639,0600_1100,4363.855,0.863,59.999,0.088,,,93,93,639,1600_2100,5236.625,0.000,51760.199,0.106,,,period-based
94,94,640,0600_1100,471.020,0.863,60.000,0.010,,,94,94,640,1600_2100,565.224,0.000,51760.199,0.011,,,period-based
95,95,641,0600_1100,2752.810,0.863,60.000,0.056,,,95,95,641,1600_2100,3303.373,0.000,51760.199,0.067,,,period-based
96,96,642,0600_1100,587.410,0.863,60.000,0.012,,,96,96,642,1600_2100,704.893,0.000,51760.199,0.014,,,period-based
97,97,643,0600_1100,6304.830,0.863,59.998,0.127,,,97,97,643,1600_2100,7565.790,0.000,51760.199,0.153,,,period-based
98,98,644,0600_1100,8436.922,0.863,59.992,0.170,,,98,98,644,1600_2100,10124.278,0.000,51760.199,0.205,,,period-based
99,99,645,0600_1100,4527.158,0.863,59.999,0.091,,,99,99,645,1600_2100,5432.595,0.000,51760.199,0.110,,,period-based
100,100,646,0600_1100,3592.630,0.863,60.000,0.073,,,100,100,646,1600_2100,4311.151,0.000,51760.199,0.087,,,period-based
101,101,647,0600_1100,3144.711,0.863,60.000,0.064,,,101,101,647,1600_2100,3773.654,0.000,51760.199,0.076,,,period-based
102,102,648,0600_1100,3681.722,0.863,60.000,0.074,,,102,102,648,1600_2100,4418.059,0.000,51760.199,0.089,,,period-based
103,103,649,0600_1100,1743.131,0.863,60.000,0.035,,,103,103,649,1600_2100,2091.758,0.000,51760.199,0.042,,,period-based
104,104,650,0600_1100,3100.181,0.863,60.000,0.063,,,104,104,650,1600_2100,3720.217,0.000,51760.199,0.075,,,period-based
105,105,651,0600_1100,983.630,0.863,60.000,0.020,,,105,105,651,1600_2100,1180.357,0.000,51760.199,0.024,,,period-based
106,106,652,0600_1100,3859.911,0.863,60.000,0.078,,,106,106,652,1600_2100,4631.882,0.000,51760.199,0.094,,,period-based
107,107,653,0600_1100,3630.972,0.863,60.000,0.073,,,107,107,653,1600_2100,4357.165,0.000,51760.199,0.088,,,period-based
108,108,654,0600_1100,3769.101,0.863,60.000,0.076,,,108,108,654,1600_2100,4522.919,0.000,51760.199,0.091,,,period-based
109,109,655,0600_1100,3028.098,0.863,60.000,0.061,,,109,109,655,1600_2100,3633.718,0.000,51760.199,0.073,,,period-based
110,110,656,0600_1100,5660.599,0.863,59.998,0.114,,,110,110,656,1600_2100,6792.717,0.000,51760.199,0.137,,,period-based
111,111,657,0600_1100,5463.477,0.863,59.999,0.110,,,111,111,657,1600_2100,6556.171,0.000,51760.199,0.132,,,period-based
112,112,658,0600_1100,3659.229,0.863,60.000,0.074,,,112,112,658,1600_2100,4391.070,0.000,51760.199,0.089,,,period-based
113,113,659,0600_1100,3784.730,0.863,60.000,0.076,,,113,113,659,1600_2100,4541.674,0.000,51760.199,0.092,,,period-based
114,114,660,0600_1100,2147.450,0.863,60.000,0.043,,,114,114,660,1600_2100,2576.940,0.000,51760.199,0.052,,,period-based
115,115,661,0600_1100,4043.614,0.863,60.000,0.082,,,115,115,661,1600_2100,4852.336,0.000,51760.199,0.098,,,period-based
116,116,662,0600_1100,2374.713,0.863,60.000,0.048,,,116,116,662,1600_2100,2849.654,0.000,51760.199,0.058,,,period-based
117,117,663,0600_1100,824.080,0.863,60.000,0.017,,,117,117,663,1600_2100,988.897,0.000,51760.199,0.020,,,period-based
118,118,664,0600_1100,4286.071,0.863,59.999,0.087,,,118,118,664,1600_2100,5143.284,0.000,51760.199,0.104,,,period-based
119,119,665,0600_1100,1278.870,0.863,60.000,0.026,,,119,119,665,1600_2100,1534.644,0.000,51760.199,0.031,,,period-based
120,120,666,0600_1100,1507.371,0.863,60.000,0.030,,,120,120,666,1600_2100,1808.844,0.000,51760.199,0.037,,,period-based
121,121,667,0600_1100,3785.821,0.863,60.000,0.076,,,121,121,667,1600_2100,4542.984,0.000,51760.199,0.092,,,period-based
122,122,668,0600_1100,1943.729,0.863,60.000,0.039,,,122,122,668,1600_2100,2332.477,0.000,51760.199,0.047,,,period-based
123,123,669,0600_1100,4281.932,0.863,59.999,0.087,,,123,123,669,1600_2100,5138.317,0.000,51760.199,0.104,,,period-based
124,124,670,0600_1100,1800.850,0.863,60.000,0.036,,,124,124,670,1600_2100,2161.020,0.000,51760.199,0.044,,,period-based
125,125,671,0600_1100,2224.152,0.863,60.000,0.045,,,125,125,671,1600_2100,2668.984,0.000,51760.199,0.054,,,period-based
126,126,672,0600_1100,507.290,0.863,60.000,0.010,,,126,126,672,1600_2100,608.749,0.000,51760.199,0.012,,,period-based
127,127,673,0600_1100,2137.819,0.863,60.000,0.043,,,127,127,673,1600_2100,2565.387,0.000,51760.199,0.052,,,period-based
128,128,674,0600_1100,864.150,0.863,60.000,0.017,,,128,128,674,1600_2100,1036.980,0.000,51760.199,0.021,,,period-based
129,129,675,0600_1100,3848.748,0.863,60.000,0.078,,,129,129,675,1600_2100,4618.504,0.000,51760.199,0.093,,,period-based
130,130,676,0600_1100,2993.409,0.863,60.000,0.060,,,130,130,676,1600_2100,3592.090,0.000,51760.199,0.073,,,period-based
131,131,677,0600_1100,5005.803,0.863,59.999,0.101,,,131,131,677,1600_2100,6006.961,0.000,51760.199,0.121,,,period-based
132,132,678,0600_1100,3968.500,0.863,60.000,0.080,,,132,132,678,1600_2100,4762.201,0.000,51760.199,0.096,,,period-based
133,133,679,0600_1100,5192.115,0.863,59.999,0.105,,,133,133,679,1600_2100,6230.532,0.000,51760.199,0.126,,,period-based
134,134,680,0600_1100,3356.650,0.863,60.000,0.068,,,134,134,680,1600_2100,4027.982,0.000,51760.199,0.081,,,period-based
135,135,681,0600_1100,5479.745,0.863,59.999,0.111,,,135,135,681,1600_2100,6575.695,0.000,51760.199,0.133,,,period-based
136,136,682,0600_1100,6391.222,0.863,59.998,0.129,,,136,136,682,1600_2100,7669.467,0.000,51760.199,0.155,,,period-based
137,137,683,0600_1100,2348.410,0.863,60.000,0.047,,,137,137,683,1600_2100,2818.092,0.000,51760.199,0.057,,,period-based
138,138,684,0600_1100,1466.590,0.863,60.000,0.030,,,138,138,684,1600_2100,1759.910,0.000,51760.199,0.036,,,period-based
139,139,685,0600_1100,1631.540,0.863,60.000,0.033,,,139,139,685,1600_2100,1957.848,0.000,51760.199,0.040,,,period-based
140,140,686,0600_1100,1097.231,0.863,60.000,0.022,,,140,140,686,1600_2100,1316.678,0.000,51760.199,0.027,,,period-based
141,141,687,0600_1100,5293.440,0.863,59.999,0.107,,,141,141,687,1600_2100,6352.124,0.000,51760.199,0.128,,,period-based
142,142,688,0600_1100,5106.131,0.863,59.999,0.103,,,142,142,688,1600_2100,6127.357,0.000,51760.199,0.124,,,period-based
143,143,689,0600_1100,4074.251,0.863,60.000,0.082,,,143,143,689,1600_2100,4889.097,0.000,51760.199,0.099,,,period-based
144,144,690,0600_1100,3079.560,0.863,60.000,0.062,,,144,144,690,1600_2100,3695.473,0.000,51760.199,0.075,,,period-based
145,145,691,0600_1100,7191.328,0.863,59.996,0.145,,,145,145,691,1600_2100,8629.592,0.000,51760.199,0.174,,,period-based
146,146,692,0600_1100,6930.251,0.863,59.997,0.140,,,146,146,692,1600_2100,8316.295,0.000,51760.199,0.168,,,period-based
147,147,693,0600_1100,6262.200,0.863,59.998,0.127,,,147,147,693,1600_2100,7514.636,0.000,51760.199,0.152,,,period-based
148,148,694,0600_1100,6643.944,0.863,59.997,0.134,,,148,148,694,1600_2100,7972.734,0.000,51760.199,0.161,,,period-based
149,149,695,0600_1100,4165.678,0.863,60.000,0.084,,,149,149,695,1600_2100,4998.814,0.000,51760.199,0.101,,,period-based
150,150,696,0600_1100,1467.500,0.863,60.000,0.030,,,150,150,696,1600_2100,1760.999,0.000,51760.199,0.036,,,period-based
151,151,697,0600_1100,1718.331,0.863,60.000,0.035,,,151,151,697,1600_2100,2061.996,0.000,51760.199,0.042,,,period-based
152,152,698,0600_1100,2461.402,0.863,60.000,0.050,,,152,152,698,1600_2100,2953.681,0.000,51760.199,0.060,,,period-based
153,153,699,0600_1100,4432.796,0.863,59.999,0.090,,,153,153,699,1600_2100,5319.354,0.000,51760.199,0.107,,,period-based
154,154,700,0600_1100,5126.122,0.863,59.999,0.104,,,154,154,700,1600_2100,6151.340,0.000,51760.199,0.124,,,period-based
155,155,701,0600_1100,4469.098,0.863,59.999,0.090,,,155,155,701,1600_2100,5362.916,0.000,51760.199,0.108,,,period-based
156,156,702,0600_1100,4347.695,0.863,59.999,0.088,,,156,156,702,1600_2100,5217.236,0.000,51760.199,0.105,,,period-based
157,157,703,0600_1100,5850.400,0.863,59.998,0.118,,,157,157,703,1600_2100,7020.480,0.000,51760.199,0.142,,,period-based
158,158,704,0600_1100,6246.553,0.863,59.998,0.126,,,158,158,704,1600_2100,7495.860,0.000,51760.199,0.151,,,period-based
159,159,705,0600_1100,4582.571,0.863,59.999,0.093,,,159,159,705,1600_2100,5499.083,0.000,51760.199,0.111,,,period-based
160,160,706,0600_1100,5079.873,0.863,59.999,0.103,,,160,160,706,1600_2100,6095.844,0.000,51760.199,0.123,,,period-based
161,161,707,0600_1100,1761.799,0.863,60.000,0.036,,,161,161,707,1600_2100,2114.158,0.000,51760.199,0.043,,,period-based
162,162,708,0600_1100,642.700,0.863,60.000,0.013,,,162,162,708,1600_2100,771.241,0.000,51760.199,0.016,,,period-based
163,163,709,0600_1100,417.930,0.863,60.000,0.008,,,163,163,709,1600_2100,501.516,0.000,51760.199,0.010,,,period-based
164,164,710,0600_1100,2482.859,0.863,60.000,0.050,,,164,164,710,1600_2100,2979.430,0.000,51760.199,0.060,,,period-based
165,165,711,0600_1100,461.780,0.863,60.000,0.009,,,165,165,711,1600_2100,554.137,0.000,51760.199,0.011,,,period-based
166,166,712,0600_1100,2412.980,0.863,60.000,0.049,,,166,166,712,1600_2100,2895.575,0.000,51760.199,0.058,,,period-based
167,167,713,0600_1100,1155.620,0.863,60.000,0.023,,,167,167,713,1600_2100,1386.743,0.000,51760.199,0.028,,,period-based
168,168,714,0600_1100,264.040,0.863,60.000,0.005,,,168,168,714,1600_2100,316.848,0.000,51760.199,0.006,,,period-based
169,169,715,0600_1100,559.090,0.863,60.000,0.011,,,169,169,715,1600_2100,670.909,0.000,51760.199,0.014,,,period-based
170,170,716,0600_1100,5259.076,0.863,59.999,0.106,,,170,170,716,1600_2100,6310.893,0.000,51760.199,0.127,,,period-based
171,171,717,0600_1100,1094.690,0.863,60.000,0.022,,,171,171,717,1600_2100,1313.628,0.000,51760.199,0.027,,,period-based
172,172,718,0600_1100,3031.328,0.863,60.000,0.061,,,172,172,718,1600_2100,3637.591,0.000,51760.199,0.073,,,period-based
173,173,719,0600_1100,605.110,0.863,60.000,0.012,,,173,173,719,1600_2100,726.133,0.000,51760.199,0.015,,,period-based
174,174,720,0600_1100,331.340,0.863,60.000,0.007,,,174,174,720,1600_2100,397.608,0.000,51760.199,0.008,,,period-based
175,175,721,0600_1100,1238.691,0.863,60.000,0.025,,,175,175,721,1600_2100,1486.428,0.000,51760.199,0.030,,,period-based
176,176,722,0600_1100,808.620,0.863,60.000,0.016,,,176,176,722,1600_2100,970.344,0.000,51760.199,0.020,,,period-based
177,177,723,0600_1100,420.730,0.863,60.000,0.008,,,177,177,723,1600_2100,504.876,0.000,51760.199,0.010,,,period-based
178,178,724,0600_1100,2566.031,0.863,60.000,0.052,,,178,178,724,1600_2100,3079.236,0.000,51760.199,0.062,,,period-based
179,179,725,0600_1100,1755.869,0.863,60.000,0.035,,,179,179,725,1600_2100,2107.043,0.000,51760.199,0.043,,,period-based
180,180,726,0600_1100,298.390,0.863,60.000,0.006,,,180,180,726,1600_2100,358.068,0.000,51760.199,0.007,,,period-based
181,181,727,0600_1100,646.970,0.863,60.000,0.013,,,181,181,727,1600_2100,776.364,0.000,51760.199,0.016,,,period-based
182,182,728,0600_1100,2277.010,0.863,60.000,0.046,,,182,182,728,1600_2100,2732.412,0.000,51760.199,0.055,,,period-based
183,183,729,0600_1100,1200.820,0.863,60.000,0.024,,,183,183,729,1600_2100,1440.984,0.000,51760.199,0.029,,,period-based
184,184,730,0600_1100,1465.930,0.863,60.000,0.030,,,184,184,730,1600_2100,1759.116,0.000,51760.199,0.036,,,period-based
185,185,731,0600_1100,949.580,0.863,60.000,0.019,,,185,185,731,1600_2100,1139.495,0.000,51760.199,0.023,,,period-based
186,186,732,0600_1100,465.520,0.863,60.000,0.009,,,186,186,732,1600_2100,558.624,0.000,51760.199,0.011,,,period-based
187,187,733,0600_1100,939.160,0.863,60.000,0.019,,,187,187,733,1600_2100,1126.993,0.000,51760.199,0.023,,,period-based
188,188,734,0600_1100,3028.511,0.863,60.000,0.061,,,188,188,734,1600_2100,3634.213,0.000,51760.199,0.073,,,period-based
189,189,735,0600_1100,3603.240,0.863,60.000,0.073,,,189,189,735,1600_2100,4323.886,0.000,51760.199,0.087,,,period-based
190,190,736,0600_1100,4935.729,0.863,59.999,0.100,,,190,190,736,1600_2100,5922.872,0.000,51760.199,0.120,,,period-based
191,191,737,0600_1100,3814.161,0.863,60.000,0.077,,,191,191,737,1600_2100,4576.992,0.000,51760.199,0.092,,,period-based
192,192,738,0600_1100,1246.070,0.863,60.000,0.025,,,192,192,738,1600_2100,1495.284,0.000,51760.199,0.030,,,period-based
193,193,739,0600_1100,153.900,0.863,60.000,0.003,,,193,193,739,1600_2100,184.680,0.000,51760.199,0.004,,,period-based
194,194,740,0600_1100,1290.230,0.863,60.000,0.026,,,194,194,740,1600_2100,1548.276,0.000,51760.199,0.031,,,period-based
195,195,741,0600_1100,898.900,0.863,60.000,0.018,,,195,195,741,1600_2100,1078.679,0.000,51760.199,0.022,,,period-based
196,196,742,0600_1100,726.610,0.863,60.000,0.015,,,196,196,742,1600_2100,871.932,0.000,51760.199,0.018,,,period-based
197,197,743,0600_1100,736.440,0.863,60.000,0.015,,,197,197,743,1600_2100,883.728,0.000,51760.199,0.018,,,period-based
198,198,744,0600_1100,2458.041,0.863,60.000,0.050,,,198,198,744,1600_2100,2949.649,0.000,51760.199,0.060,,,period-based
199,199,745,0600_1100,2992.589,0.863,60.000,0.060,,,199,199,745,1600_2100,3591.106,0.000,51760.199,0.073,,,period-based
200,200,746,0600_1100,2581.700,0.863,60.000,0.052,,,200,200,746,1600_2100,3098.039,0.000,51760.199,0.063,,,period-based
201,201,747,0600_1100,1119.270,0.863,60.000,0.023,,,201,201,747,1600_2100,1343.124,0.000,51760.199,0.027,,,period-based
202,202,748,0600_1100,1663.530,0.863,60.000,0.034,,,202,202,748,1600_2100,1996.235,0.000,51760.199,0.040,,,period-based
203,203,749,0600_1100,1544.790,0.863,60.000,0.031,,,203,203,749,1600_2100,1853.748,0.000,51760.199,0.037,,,period-based
204,204,750,0600_1100,1974.160,0.863,60.000,0.040,,,204,204,750,1600_2100,2368.993,0.000,51760.199,0.048,,,period-based
205,205,751,0600_1100,2040.230,0.863,60.000,0.041,,,205,205,751,1600_2100,2448.276,0.000,51760.199,0.049,,,period-based
206,206,752,0600_1100,708.400,0.863,60.000,0.014,,,206,206,752,1600_2100,850.081,0.000,51760.199,0.017,,,period-based
207,207,753,0600_1100,2007.850,0.863,60.000,0.041,,,207,207,753,1600_2100,2409.419,0.000,51760.199,0.049,,,period-based
208,208,754,0600_1100,1498.440,0.863,60.000,0.030,,,208,208,754,1600_2100,1798.127,0.000,51760.199,0.036,,,period-based
